nombre,ruta_completa,ruta_relativa,directorio_padre,tipo,extension,mime_type,tamano,fecha_modificacion,fecha_creacion,permisos,profundidad,categoria,dimension
a.24_ranking_de_otec_segun_participantes_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.24_ranking_de_otec_segun_participantes_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.24_ranking_de_otec_segun_participantes_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,144.74 KB,2025-03-04 23:16:54,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.24_ranking_de_otec_segun_participantes_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.24_ranking_de_otec_segun_participantes_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.24_ranking_de_otec_segun_participantes_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,162.50 KB,2025-03-04 23:10:46,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.24_ranking_de_otec_segun_participantes_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.24_ranking_de_otec_segun_participantes_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.24_ranking_de_otec_segun_participantes_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,165.79 KB,2025-03-04 23:09:11,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.25_pre_contrato_laboral_y_post_contrato_laboral.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.25_pre_contrato_laboral_y_post_contrato_laboral.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.25_pre_contrato_laboral_y_post_contrato_laboral.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20.66 KB,2025-03-04 23:18:22,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.25_pre_contrato_laboral_y_post_contrato_laboral_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.25_pre_contrato_laboral_y_post_contrato_laboral_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.25_pre_contrato_laboral_y_post_contrato_laboral_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14.33 KB,2025-03-04 23:16:56,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.25_pre_contrato_laboral_y_post_contrato_laboral_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.25_pre_contrato_laboral_y_post_contrato_laboral_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.25_pre_contrato_laboral_y_post_contrato_laboral_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14.37 KB,2025-03-04 23:10:46,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.25_pre_contrato_laboral_y_post_contrato_laboral_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.25_pre_contrato_laboral_y_post_contrato_laboral_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.25_pre_contrato_laboral_y_post_contrato_laboral_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14.37 KB,2025-03-04 23:09:12,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.26_evaluacion_y_certificacion_de_competencias_laborales.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.26_evaluacion_y_certificacion_de_competencias_laborales.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.26_evaluacion_y_certificacion_de_competencias_laborales.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,25.32 KB,2025-03-04 23:18:23,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.26_evaluacion_y_certificacion_de_competencias_laborales_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.26_evaluacion_y_certificacion_de_competencias_laborales_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.26_evaluacion_y_certificacion_de_competencias_laborales_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18.45 KB,2025-03-04 23:16:57,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.26_evaluacion_y_certificacion_de_competencias_laborales_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.26_evaluacion_y_certificacion_de_competencias_laborales_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.26_evaluacion_y_certificacion_de_competencias_laborales_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20.23 KB,2025-03-04 23:10:47,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.26_evaluacion_y_certificacion_de_competencias_laborales_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.26_evaluacion_y_certificacion_de_competencias_laborales_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.26_evaluacion_y_certificacion_de_competencias_laborales_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20.42 KB,2025-03-04 23:09:13,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,22.56 KB,2025-03-04 23:18:24,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15.98 KB,2025-03-04 23:16:59,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16.49 KB,2025-03-04 23:10:48,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.27_modulos_de_formacion_en_competencias_laborales_conducentes_a_titulos_tecnicos_via_cft_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16.69 KB,2025-03-04 23:09:13,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.28_resumen_franquicia_tributaria.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.28_resumen_franquicia_tributaria.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.28_resumen_franquicia_tributaria.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20.98 KB,2025-03-04 23:18:25,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.28_resumen_franquicia_tributaria_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.28_resumen_franquicia_tributaria_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.28_resumen_franquicia_tributaria_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15.02 KB,2025-03-04 23:17:00,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.28_resumen_franquicia_tributaria_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.28_resumen_franquicia_tributaria_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.28_resumen_franquicia_tributaria_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15.31 KB,2025-03-04 23:10:49,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.28_resumen_franquicia_tributaria_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.28_resumen_franquicia_tributaria_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.28_resumen_franquicia_tributaria_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15.44 KB,2025-03-04 23:09:14,2025-03-06 17:24:53,666,2,Territorial,No asignada
articles-14106_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14106_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14106_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19.48 KB,2025-03-04 23:20:54,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14107_archivo_01_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14107_archivo_01_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14107_archivo_01_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,22.88 KB,2025-03-04 23:20:55,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14108_archivo_01_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14108_archivo_01_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14108_archivo_01_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,25.11 KB,2025-03-04 23:20:56,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14109_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14109_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14109_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20.44 KB,2025-03-04 23:20:57,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14110_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14110_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14110_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,24.72 KB,2025-03-04 23:20:58,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14111_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14111_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14111_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19.27 KB,2025-03-04 23:21:00,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14112_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14112_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14112_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18.50 KB,2025-03-04 23:21:01,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14113_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14113_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14113_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20.72 KB,2025-03-04 23:21:03,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14114_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14114_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14114_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,23.09 KB,2025-03-04 23:21:05,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14115_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14115_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14115_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,30.11 KB,2025-03-04 23:21:06,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14116_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14116_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14116_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,27.89 KB,2025-03-04 23:21:07,2025-03-06 17:24:51,666,2,Territorial,No asignada
articles-14117_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14117_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14117_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19.88 KB,2025-03-04 23:21:08,2025-03-06 17:24:50,666,2,Territorial,No asignada
articles-14118_archivo_01.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14118_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\articles-14118_archivo_01.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18.88 KB,2025-03-04 23:21:09,2025-03-06 17:24:51,666,2,Territorial,No asignada
